"theme_name","set_name","set_year","unique_part","parts"
"Model","Lift Truck","2011","Unique","1"
"Model","Log Cabin","2011","Not Unique","108"
"Model","Maersk Line Triple-E","2014","Not Unique","211"
"Model","Maersk Line Triple-E","2014","Unique","2"
"Model","Mini Crane","2012","Not Unique","63"
"Model","Offroad Power","2010","Not Unique","254"
"Model","Pick-Up Tow Truck","2012","Not Unique","142"
"Model","Pick-Up Tow Truck","2012","Unique","1"
"Model","Quad Bike","2012","Not Unique","69"
"Model","Roaring Roadsters","2006","Not Unique","208"
"Model","Rotor Rescue","2010","Not Unique","74"
"Model","Sonic Boom","2010","Not Unique","164"
"Model","Super Speedster","2010","Not Unique","102"
"Model","Tractor","2012","Not Unique","95"
"Model","Unimog U400","2011","Not Unique","237"
"Model","Unimog U400","2011","Unique","2"
"Model Team","Big Foot 4x4","1997","Not Unique","225"
"Model Team","Black Thunder","1998","Not Unique","174"
"Model Team","Blue Fury","1995","Not Unique","148"
"Model Team","Blue Fury","1995","Unique","1"
"Model Team","Custom Rally Van","1991","Not Unique","148"
"Model Team","Ferrari Formula 1 Racing Car","1997","Not Unique","179"
"Model Team","Ferrari Formula 1 Racing Car","1997","Unique","2"
"Model Team","Formula 1 Racer","1986","Not Unique","132"
"Model Team","Formula 1 Racer","1986","Unique","1"
"Model Team","Giant Truck","1996","Not Unique","302"
"Model Team","Giant Truck","1996","Unique","1"
"Model Team","Highway Rig","1986","Not Unique","170"
"Model Team","Highway Rig","1986","Unique","7"
"Model Team","Hot Rod","2004","Not Unique","148"
"Model Team","Mach II Red Bird Rig","1994","Not Unique","279"
"Model Team","Mach II Red Bird Rig","1994","Unique","2"
"Model Team","Magic Flash","1993","Not Unique","242"
"Model Team","Magic Flash","1993","Unique","3"
"Model Team","Off-Road 4x4","1986","Not Unique","115"
"Model Team","Off-Road 4x4","1986","Unique","1"
"Model Team","Racing Truck","1999","Not Unique","203"
"Model Team","Racing Truck","1999","Unique","2"
"Model Team","Red Fury","1999","Not Unique","147"
"Model Team","Sea Jet","1993","Not Unique","146"
"Model Team","Whirl and Wheel Super Truck","1990","Not Unique","217"
"Model Team","Whirl and Wheel Super Truck","1990","Unique","1"
"Modular Buildings","Assembly Square","2017","Not Unique","765"
"Modular Buildings","Assembly Square","2017","Unique","4"
"Modular Buildings","Brick Bank","2016","Not Unique","492"
"Modular Buildings","Brick Bank","2016","Unique","3"
"Modular Buildings","Cafe Corner","2007","Not Unique","281"
"Modular Buildings","Detective’s Office","2015","Not Unique","498"
"Modular Buildings","Detective’s Office","2015","Unique","2"
"Modular Buildings","Fire Brigade","2009","Not Unique","351"
"Modular Buildings","Grand Emporium","2010","Not Unique","314"
"Modular Buildings","Green Grocer","2008","Not Unique","341"
"Modular Buildings","Green Grocer","2008","Unique","1"
"Modular Buildings","Market Street","2007","Not Unique","208"
"Modular Buildings","Palace Cinema","2013","Not Unique","363"
"Modular Buildings","Palace Cinema","2013","Unique","1"
"Modular Buildings","Parisian Restaurant","2014","Not Unique","427"
"Modular Buildings","Parisian Restaurant","2014","Unique","3"
"Modular Buildings","Pet Shop","2011","Not Unique","418"
"Modular Buildings","Town Hall","2012","Not Unique","349"
"Modular Buildings","Town Hall","2012","Unique","2"
"Monster Fighters","Ghost","2012","Not Unique","23"
"Monster Fighters","Halloween Accessory Set","2012","Not Unique","33"
"Monster Fighters","Halloween Accessory Set","2012","Unique","2"
"Monster Fighters","Haunted House","2012","Not Unique","239"
"Monster Fighters","Haunted House","2012","Unique","4"
"Monster Fighters","Monster Fighters Promotional Pack","2012","Not Unique","9"
"Monster Fighters","Monster Fighters Promotional Pack","2012","Unique","1"
"Monster Fighters","The Crazy Scientist & His Monster","2012","Not Unique","214"
"Monster Fighters","The Crazy Scientist & His Monster","2012","Unique","6"
"Monster Fighters","The Ghost Train","2012","Not Unique","202"
"Monster Fighters","The Ghost Train","2012","Unique","2"
"Monster Fighters","The Mummy","2012","Not Unique","53"
"Monster Fighters","The Mummy","2012","Unique","3"
"Monster Fighters","The Swamp Creature","2012","Not Unique","47"
"Monster Fighters","The Swamp Creature","2012","Unique","3"
"Monster Fighters","The Vampire Hearse","2012","Not Unique","134"
"Monster Fighters","The Vampire Hearse","2012","Unique","1"
"Monster Fighters","The Vampyre Castle","2012","Not Unique","264"
"Monster Fighters","The Vampyre Castle","2012","Unique","5"
"Monster Fighters","The Werewolf","2012","Not Unique","91"
"Monster Fighters","The Werewolf","2012","Unique","3"
"Monster Fighters","The Zombies","2012","Not Unique","174"
"Monster Fighters","The Zombies","2012","Unique","6"
"Monster Fighters","Zombie Car","2012","Not Unique","39"
"Monster Fighters","Zombie Chauffeur Coffin Car","2012","Not Unique","22"
"Monthly Mini Model Build","Classic Knights Minifigure","2016","Not Unique","28"
"Monthly Mini Model Build","Monthly Mini Build October 2016 - Werewolf","2016","Not Unique","37"
"Monthly Mini Model Build","Monthly Mini Build September 2016 - School Bus","2016","Not Unique","40"
"Monthly Mini Model Build","Monthly Mini Model Build April 2010 - Chick","2010","Not Unique","14"
"Monthly Mini Model Build","Monthly Mini Model Build April 2012 - Duck","2012","Not Unique","19"
"Monthly Mini Model Build","Monthly Mini Model Build April 2014 - Helicopter","2014","Not Unique","27"
"Monthly Mini Model Build","Monthly Mini Model Build April 2015 – UFO","2015","Not Unique","17"
"Monthly Mini Model Build","Monthly Mini Model Build April 2016 - Bee","2016","Not Unique","18"
"Monthly Mini Model Build","Monthly Mini Model Build April 2017 - Chick","2017","Not Unique","28"
"Monthly Mini Model Build","Monthly Mini Model Build August 2009 - Lobster","2009","Not Unique","17"
"Monthly Mini Model Build","Monthly Mini Model Build August 2012 - Shark","2012","Not Unique","15"
"Monthly Mini Model Build","Monthly Mini Model Build August 2013 - Flamingo","2013","Not Unique","17"
"Monthly Mini Model Build","Monthly Mini Model Build August 2014 - Monkey","2014","Not Unique","26"
"Monthly Mini Model Build","Monthly Mini Model Build August 2015 - Kangaroo","2015","Not Unique","31"
"Monthly Mini Model Build","Monthly Mini Model Build August 2016 - Apple","2016","Not Unique","28"
"Monthly Mini Model Build","Monthly Mini Model Build December 2012 - Moose","2012","Not Unique","17"
"Monthly Mini Model Build","Monthly Mini Model Build December 2013 - Rocking Horse","2013","Not Unique","22"
"Monthly Mini Model Build","Monthly Mini Model Build December 2014 - Gingerbread House","2014","Not Unique","25"
"Monthly Mini Model Build","Monthly Mini Model Build December 2015 - Submarine","2015","Not Unique","13"
"Monthly Mini Model Build","Monthly Mini Model Build December 2016 - Christmas Present","2016","Not Unique","15"
"Monthly Mini Model Build","Monthly Mini Model Build February 2009 - Heart","2009","Not Unique","6"
"Monthly Mini Model Build","Monthly Mini Model Build February 2012 - Hockey Player","2012","Not Unique","29"
"Monthly Mini Model Build","Monthly Mini Model Build February 2014 - Micro Manager","2014","Not Unique","19"
"Monthly Mini Model Build","Monthly Mini Model Build February 2015 - Space Shuttle","2015","Not Unique","22"
"Monthly Mini Model Build","Monthly Mini Model Build February 2016 - Snow Scooter","2016","Not Unique","19"
"Monthly Mini Model Build","Monthly Mini Model Build February 2017 - Raccoon","2017","Not Unique","34"
"Monthly Mini Model Build","Monthly Mini Model Build January 2012 - Cobra","2012","Not Unique","20"
"Monthly Mini Model Build","Monthly Mini Model Build January 2013 - Igloo","2013","Not Unique","16"
"Monthly Mini Model Build","Monthly Mini Model Build January 2014 - Snowplough","2014","Not Unique","23"
"Monthly Mini Model Build","Monthly Mini Model Build January 2015 - Alien and Space Dog","2015","Not Unique","25"
"Monthly Mini Model Build","Monthly Mini Model Build January 2016 - Polar Bear","2016","Not Unique","19"
"Monthly Mini Model Build","Monthly Mini Model Build January 2017 - Narwhal","2017","Not Unique","31"
"Monthly Mini Model Build","Monthly Mini Model Build July 2009 - US Flag","2009","Not Unique","5"
"Monthly Mini Model Build","Monthly Mini Model Build July 2010 - Watermelon","2010","Not Unique","16"
"Monthly Mini Model Build","Monthly Mini Model Build July 2012 - Olympic Flame","2012","Not Unique","10"
"Monthly Mini Model Build","Monthly Mini Model Build July 2013 - Crab","2013","Not Unique","16"
"Monthly Mini Model Build","Monthly Mini Model Build July 2014 - Surf Van","2014","Not Unique","28"
"Monthly Mini Model Build","Monthly Mini Model Build July 2016 - Frog","2016","Not Unique","33"
"Monthly Mini Model Build","Monthly Mini Model Build June 2009 - Sailing Boat","2009","Not Unique","12"
"Monthly Mini Model Build","Monthly Mini Model Build June 2012 - Lawnmower","2012","Not Unique","13"
"Monthly Mini Model Build","Monthly Mini Model Build June 2013 - Fisherman","2013","Not Unique","28"
"Monthly Mini Model Build","Monthly Mini Model Build June 2014 - Jet-Ski","2014","Not Unique","20"
"Monthly Mini Model Build","Monthly Mini Model Build June 2015 - Parrot","2015","Not Unique","32"
"Monthly Mini Model Build","Monthly Mini Model Build June 2016 - Sea Plane","2016","Not Unique","18"
"Monthly Mini Model Build","Monthly Mini Model Build June 2017 - Dragonfly","2017","Not Unique","21"
"Monthly Mini Model Build","Monthly Mini Model Build March 2012 - Garden and Earthworm","2012","Not Unique","20"
"Monthly Mini Model Build","Monthly Mini Model Build March 2013 - Turtle","2013","Not Unique","15"
"Monthly Mini Model Build","Monthly Mini Model Build March 2014 - Spring Tree","2014","Not Unique","24"
"Monthly Mini Model Build","Monthly Mini Model Build March 2015 - Robot","2015","Not Unique","28"
"Monthly Mini Model Build","Monthly Mini Model Build March 2016 - Bunny","2016","Not Unique","30"
"Monthly Mini Model Build","Monthly Mini Model Build March 2017 - Platypus","2017","Not Unique","20"
"Monthly Mini Model Build","Monthly Mini Model Build May 2012 - Tulip","2012","Not Unique","7"
"Monthly Mini Model Build","Monthly Mini Model Build May 2013 - Kingfisher","2013","Not Unique","14"
"Monthly Mini Model Build","Monthly Mini Model Build May 2014 - Dragon","2014","Not Unique","23"
"Monthly Mini Model Build","Monthly Mini Model Build May 2015 - Koala","2015","Not Unique","30"
"Monthly Mini Model Build","Monthly Mini Model Build May 2016 - Hedgehog","2016","Not Unique","18"
"Monthly Mini Model Build","Monthly Mini Model Build May 2017 - Racecar","2017","Not Unique","29"
"Monthly Mini Model Build","Monthly Mini Model Build November 2013 - Tractor","2013","Not Unique","27"
"Monthly Mini Model Build","Monthly Mini Model Build November 2014 - Rocket","2014","Not Unique","24"
"Monthly Mini Model Build","Monthly Mini Model Build November 2015 - Shark","2015","Not Unique","22"
"Monthly Mini Model Build","Monthly Mini Model Build November 2016 - Fox","2016","Not Unique","21"
"Monthly Mini Model Build","Monthly Mini Model Build October 2012 - Cat","2012","Not Unique","12"
"Monthly Mini Model Build","Monthly Mini Model Build October 2013 - Witch","2013","Not Unique","15"
"Monthly Mini Model Build","Monthly Mini Model Build October 2015 - Angler Fish","2015","Not Unique","23"
"Monthly Mini Model Build","Monthly Mini Model Build September 2012 - Owl","2012","Not Unique","20"
"Monthly Mini Model Build","Monthly Mini Model Build September 2013 - Pirate","2013","Not Unique","32"
"Monthly Mini Model Build","Monthly Mini Model Build September 2014 - Aircraft","2014","Not Unique","31"
"Monthly Mini Model Build","Monthly Mini Model Build September 2015 - Scuba Diver","2015","Not Unique","33"
"Monthly Mini Model Build","Monthly Mini Model Build Set - 2013 August, Shark [Europe]","2013","Not Unique","15"
"Monthly Mini Model Build","Monthly Mini Model Build Set April 2013 - Lamb and Sheep","2013","Not Unique","17"
"Monthly Mini Model Build","Monthly Mini Model Build Set February 2013 - Log Cabin","2013","Not Unique","21"
"Monthly Mini Model Build","Monthly Mini Model October 2014 - Monster","2014","Not Unique","23"
"Monthly Mini Model Build","Whale July 2015","2015","Not Unique","27"
"Mosaic","A World of LEGO Mosaic 4 in 1","2007","Not Unique","25"
"Mosaic","A World of LEGO Mosaic 9 in 1","2007","Not Unique","42"
"Mosaic","Lego Mosaic Cat","2003","Not Unique","11"
"Mosaic","Lego Mosaic Dino","2003","Not Unique","11"
"Mosaic","Lego Mosaic Johnny Thunder","2003","Not Unique","11"
"Mosaic","Lego Mosaic Tiger","2003","Not Unique","11"
"Mosaic","Lego Mosaik Set (Small)","1955","Not Unique","12"
"Mosaic","Lego Mosaik Set (Small)","1955","Unique","1"
"Mosaic","Personalised Mosaic Portrait","2016","Not Unique","7"
"My Own Creation","Blacksmith Shop","2002","Not Unique","142"
"My Own Creation","Santa Fe Cars - Set I (mail or baggage car)","2002","Not Unique","67"
"My Own Creation","Santa Fe Cars - Set II (dining, observation, or sleeping car)","2002","Not Unique","81"
"My Own Train","9V Platform and Mini-Figures","2002","Not Unique","38"
"My Own Train","Caboose","2001","Not Unique","55"
"My Own Train","Caboose (White Box)","2002","Not Unique","55"
"My Own Train","Hopper Wagon","2001","Not Unique","46"
"My Own Train","Large Locomotive (base unit without color trim elements)","2001","Not Unique","29"
"My Own Train","Large Train Engine with Tender Black (Motorizable, sets 4534, 4535)","2002","Not Unique","60"
"My Own Train","Large Train Engine with Tender Black (Motorizable, sets 4534, 4535)","2002","Unique","1"
"My Own Train","LEGO Express","2002","Not Unique","11"
"My Own Train","LEGO Express Deluxe","2002","Not Unique","165"
"My Own Train","Locomotive","2002","Not Unique","65"
"My Own Train","Locomotive Black Bricks","2001","Not Unique","32"
"My Own Train","Locomotive Blue Bricks","2001","Not Unique","33"
"My Own Train","Locomotive Brown Bricks","2001","Not Unique","33"
"My Own Train","Locomotive Gray Bricks","2001","Not Unique","33"
"My Own Train","Locomotive Green Bricks","2001","Not Unique","33"
"My Own Train","Open Freight Wagon","2001","Not Unique","26"
"My Own Train","Open Freight Wagon (White Box)","2002","Not Unique","26"
"My Own Train","Passenger Wagon","2001","Not Unique","42"
"My Own Train","Passenger Wagon Blue (White Box)","2002","Not Unique","40"
"My Own Train","Passenger Wagon Green (White Box)","2002","Not Unique","42"
"My Own Train","Small Locomotive","2001","Not Unique","29"
"My Own Train","Tanker","2001","Not Unique","41"
"My Own Train","Tender Basis (without color trim elements)","2001","Not Unique","20"
"Nexo Knights","Aaron's Stone Destroyer","2017","Not Unique","117"
"Nexo Knights","Aaron's Stone Destroyer","2017","Unique","3"
"Nexo Knights","Aaron Fox's Aero-Striker V2","2016","Not Unique","145"
"Nexo Knights","Aaron Fox's Aero-Striker V2","2016","Unique","2"
"Nexo Knights","Axl’s Tower Carrier","2016","Not Unique","290"
"Nexo Knights","Axl’s Tower Carrier","2016","Unique","5"
"Nexo Knights","Bat-Gun","2016","Not Unique","15"
"Nexo Knights","Battle Station","2016","Not Unique","7"
"Nexo Knights","Battle Suit Aaron","2017","Not Unique","52"
"Nexo Knights","Battle Suit Aaron","2017","Unique","6"
"Nexo Knights","Battle Suit Axl","2017","Not Unique","49"
"Nexo Knights","Battle Suit Axl","2017","Unique","4"
"Nexo Knights","Battle Suit Clay","2017","Not Unique","48"
"Nexo Knights","Battle Suit Clay","2017","Unique","6"
"Nexo Knights","Battle Suit Lance","2017","Not Unique","56"
"Nexo Knights","Battle Suit Lance","2017","Unique","4"
"Nexo Knights","Battle Suit Macy","2017","Not Unique","41"
"Nexo Knights","Battle Suit Macy","2017","Unique","6"
"Nexo Knights","Beast Master's Chaos Chariot","2016","Not Unique","133"
"Nexo Knights","Beast Master's Chaos Chariot","2016","Unique","6"
"Nexo Knights","Chaos Catapult","2016","Not Unique","59"
"Nexo Knights","Clay's Falcon Fighter Blaster","2017","Not Unique","164"
"Nexo Knights","Clay's Falcon Fighter Blaster","2017","Unique","10"
"Nexo Knights","Clay's Rumble Blade","2016","Not Unique","139"
"Nexo Knights","Clay's Rumble Blade","2016","Unique","1"
"Nexo Knights","Clay and Training Stand","2017","Not Unique","16"
"Nexo Knights","Combo NEXO Powers Wave 1","2017","Not Unique","4"
"Nexo Knights","Firecracker Catapult","2016","Not Unique","11"
"Nexo Knights","General Magmar's Siege Machine of Doom","2016","Not Unique","179"
"Nexo Knights","General Magmar's Siege Machine of Doom","2016","Unique","5"
"Nexo Knights","Goblin Spiders","2016","Not Unique","6"
"Nexo Knights","Hover Horse","2016","Not Unique","20"
"Nexo Knights","Infernox captures the Queen","2016","Not Unique","126"
"Nexo Knights","Infernox captures the Queen","2016","Unique","3"
"Nexo Knights","Jestro's Headquarters","2017","Not Unique","272"
"Nexo Knights","Jestro's Headquarters","2017","Unique","18"
"Nexo Knights","Jestro’s Evil Mobile","2016","Not Unique","291"
"Nexo Knights","Jestro’s Evil Mobile","2016","Unique","4"
"Nexo Knights","Jestro’s Volcano Lair","2016","Not Unique","424"
"Nexo Knights","Jestro’s Volcano Lair","2016","Unique","9"
"Nexo Knights","Kid Clay","2016","Not Unique","16"
"Nexo Knights","King's Guard Artillery","2017","Not Unique","57"
"Nexo Knights","Knight's Cycle","2016","Not Unique","26"
"Nexo Knights","Knight Racer","2016","Not Unique","15"
"Nexo Knights","Knighton Battle Blaster","2016","Not Unique","56"
"Nexo Knights","Knighton Hyper Cannon","2016","Not Unique","33"
"Nexo Knights","Knighton Rider","2017","Not Unique","24"
"Nexo Knights","Knights Army-Building Set","2016","Not Unique","19"
"Nexo Knights","Lance","2016","Not Unique","13"
"Nexo Knights","Lance's Mecha Horse","2016","Not Unique","132"
"Nexo Knights","Lance's Mecha Horse","2016","Unique","2"
"Nexo Knights","Lance's Twin Jouster","2017","Not Unique","121"
"Nexo Knights","Lance's Twin Jouster","2017","Unique","5"
"Nexo Knights","Lance vs. lightning","2017","Not Unique","119"
"Nexo Knights","Lance vs. lightning","2017","Unique","2"
"Nexo Knights","Lava fighter","2016","Not Unique","11"
"Nexo Knights","Macy's Thunder Mace","2016","Not Unique","97"
"Nexo Knights","Macy's Thunder Mace","2016","Unique","1"
"Nexo Knights","Merlok's Library 2.0","2016","Not Unique","119"
"Nexo Knights","Merlok's Library 2.0","2016","Unique","1"
"Nexo Knights","Micro Battle Blaster","2016","Not Unique","11"
"Nexo Knights","Micro Chaos Chariot","2016","Not Unique","18"
"Nexo Knights","Micro Mecha Horse","2016","Not Unique","16"
"Nexo Knights","Micro Rumble Blade","2016","Not Unique","13"
"Nexo Knights","Mighty Mech Bot","2016","Not Unique","18"
"Nexo Knights","Moltor's Lava Smasher","2016","Not Unique","103"
"Nexo Knights","Moltor's Lava Smasher","2016","Unique","7"
"Nexo Knights","Monsters Army-Building Set","2016","Not Unique","20"
"Nexo Knights","Motor Horse polybag","2017","Not Unique","36"
"Nexo Knights","Nexo Knights Intro Pack","2016","Not Unique","6"
"Nexo Knights","Pilot Bot","2016","Not Unique","10"
"Nexo Knights","Robin","2017","Not Unique","13"
"Nexo Knights","Robin's Mini Fortrex","2016","Not Unique","29"
"Nexo Knights","Robin And Horse","2016","Not Unique","17"
"Nexo Knights","Ruina's Lock & Roller","2017","Not Unique","103"
"Nexo Knights","Ruina's Lock & Roller","2017","Unique","6"
"Nexo Knights","Shrunken Headquarters","2017","Not Unique","32"
"Nexo Knights","The Black Knight Mech","2016","Not Unique","197"
"Nexo Knights","The Black Knight Mech","2016","Unique","5"
"Nexo Knights","The Fortrex","2016","Not Unique","337"
"Nexo Knights","The Fortrex","2016","Unique","10"
"Nexo Knights","The Glob Lobber","2016","Not Unique","63"
"Nexo Knights","The King's Mech","2016","Not Unique","143"
"Nexo Knights","The King's Mech","2016","Unique","2"
"Nexo Knights","The Lava Slinger","2016","Not Unique","25"
"Nexo Knights","The Three Brothers","2017","Not Unique","109"
"Nexo Knights","The Three Brothers","2017","Unique","11"
"Nexo Knights","Ultimate Aaron","2016","Not Unique","46"
"Nexo Knights","Ultimate Aaron","2016","Unique","3"
"Nexo Knights","Ultimate Axl","2016","Not Unique","46"
"Nexo Knights","Ultimate Axl","2016","Unique","2"
"Nexo Knights","Ultimate Beast Master","2016","Not Unique","50"
"Nexo Knights","Ultimate Beast Master","2016","Unique","1"
"Nexo Knights","ULTIMATE Clay","2016","Not Unique","44"
"Nexo Knights","ULTIMATE Clay","2016","Unique","3"
"Nexo Knights","Ultimate Flama","2016","Not Unique","52"
"Nexo Knights","Ultimate Flama","2016","Unique","3"
"Nexo Knights","Ultimate General Magmar","2016","Not Unique","47"
"Nexo Knights","Ultimate General Magmar","2016","Unique","2"
"Nexo Knights","Ultimate Lance","2016","Not Unique","50"
"Nexo Knights","Ultimate Lance","2016","Unique","3"
"Nexo Knights","Ultimate Lavaria","2016","Not Unique","47"
"Nexo Knights","Ultimate Lavaria","2016","Unique","2"
"Nexo Knights","Ultimate Macy","2016","Not Unique","61"
"Nexo Knights","Ultimate Macy","2016","Unique","3"
"Nexo Knights","Ultimate Robin","2016","Not Unique","42"
"Nexo Knights","Ultimate Robin","2016","Unique","1"
"Ninja","Big Bat","1998","Not Unique","12"
"Ninja","Blaze Attack","1999","Not Unique","68"
"Ninja","Boss with Cannon","1998","Not Unique","17"
"Ninja","Cart","1999","Not Unique","37"
"Ninja","Emperor's Stronghold","1999","Not Unique","105"
"Ninja","Emperor's Stronghold","1999","Unique","2"
"Ninja","Flying Ninja Fortress","1998","Not Unique","169"
"Ninja","Flying Ninja Fortress","1998","Unique","3"
"Ninja","Glider","1999","Not Unique","13"
"Ninja","Go! LEGO Shogun","1998","Not Unique","20"
"Ninja","Ninja Blaster","1999","Not Unique","17"
"Ninja","Ninja Fire Fortress","1999","Not Unique","74"
"Ninja","Ninja Knights","1999","Not Unique","30"
"Ninja","Ninja Master's Boat","1999","Not Unique","16"
"Ninja","Ninja Shogun's Small Fort","1999","Not Unique","18"
"Ninja","Ninja Surprise","1998","Not Unique","59"
"Ninja","One Minifig Pack - Ninja #1","2000","Not Unique","10"
"Ninja","One Minifig Pack - Ninja #1","2000","Unique","2"
"Ninja","Raft","1999","Not Unique","17"
"Ninja","Red Ninja's Dragon Glider","1999","Not Unique","16"
"Ninja","Robber's Retreat","1998","Not Unique","119"
"Ninja","Samurai Stronghold","1998","Not Unique","79"
"Ninja","Samurai Swordsman","1998","Not Unique","14"
"Ninja","Shanghai Surprise","1999","Not Unique","62"
"Ninja","Stone Tower Bridge","1998","Not Unique","120"
"Ninja","Three Minifig Pack - Ninja #2","2000","Not Unique","11"
"Ninja","Three Minifig Pack - Ninja #2","2000","Unique","5"
"Ninja","Three Minifig Pack - Ninja #3","2000","Not Unique","14"
"Ninja","Three Minifig Pack - Ninja #3","2000","Unique","4"
"Ninja","Treasure Transport","1998","Not Unique","43"
"Ninja","Treasure Transport","1998","Unique","1"
"Ninja","Water Spider","1998","Not Unique","17"
"Ninja","White Ninja","1999","Not Unique","15"
"Ninja","White Ninja's Attack Cart","1999","Not Unique","15"
"Ninjago","Anacondrai Battle Mech","2015","Not Unique","31"
"Ninjago","Anacondrai Crusher","2015","Not Unique","108"
"Ninjago","Anacondrai Hideout","2015","Not Unique","17"
"Ninjago","Anchor-Jet","2016","Not Unique","26"
"Ninjago","Attack of the Morro Dragon","2015","Not Unique","188"
"Ninjago","Attack of the Morro Dragon","2015","Unique","2"
"Ninjago","Battle Arena","2011","Not Unique","189"
"Ninjago","Battle Arena","2011","Unique","5"
"Ninjago","Battle for Ninjago City","2014","Not Unique","371"
"Ninjago","Battle for Ninjago City","2014","Unique","6"
"Ninjago","Blacksmith Shop","2011","Not Unique","96"
"Ninjago","Blaster Bike","2015","Not Unique","101"
"Ninjago","Bonezai","2011","Not Unique","14"
"Ninjago","Bonezai","2011","Unique","6"
"Ninjago","Booster Pack Kendo Jay","2012","Not Unique","19"
"Ninjago","Booster Pack Kendo Jay","2012","Unique","2"
"Ninjago","Boulder Blaster","2015","Not Unique","111"
"Ninjago","Brickmaster: Ninjago 2 - Fight The Power Of The Snakes","2012","Not Unique","89"
"Ninjago","Bucko","2016","Not Unique","9"
"Ninjago","Bytar","2012","Not Unique","15"
"Ninjago","Bytar","2012","Unique","5"
"Ninjago","Chain Cycle Ambush","2015","Not Unique","138"
"Ninjago","Chopov","2011","Not Unique","12"
"Ninjago","Chopov","2011","Unique","5"
"Ninjago","City of Stiix","2015","Not Unique","405"
"Ninjago","City of Stiix","2015","Unique","1"
"Ninjago","Clouse foil pack","2016","Not Unique","14"
"Ninjago","Cole","2011","Not Unique","11"
"Ninjago","Cole","2011","Unique","5"
"Ninjago","Cole's Dragon","2016","Not Unique","58"
"Ninjago","Cole's Power Drill","2013","Not Unique","97"
"Ninjago","Cole's Power Drill","2013","Unique","3"
"Ninjago","Cole DX","2011","Not Unique","16"
"Ninjago","Cole DX","2011","Unique","4"
"Ninjago","Cole foil pack","2015","Not Unique","10"
"Ninjago","Cole foil pack","2016","Not Unique","12"
"Ninjago","Cole polybag","2015","Not Unique","10"
"Ninjago","Cole ZX's Car","2012","Not Unique","20"
"Ninjago","Cole’s Tread Assault","2012","Not Unique","120"
"Ninjago","Condrai Copter Attack","2015","Not Unique","101"
"Ninjago","Condrai Copter Attack","2015","Unique","7"
"Ninjago","Crane Wrecking Ball","2012","Not Unique","155"
"Ninjago","Crane Wrecking Ball","2012","Unique","1"
"Ninjago","Cyren","2016","Not Unique","7"
"Ninjago","Dawn of Iron Doom","2017","Not Unique","225"
"Ninjago","Dawn of Iron Doom","2017","Unique","1"
"Ninjago","Desert Lightning","2017","Not Unique","95"
"Ninjago","Destiny's Bounty","2012","Not Unique","252"
"Ninjago","Destiny's Bounty","2012","Unique","4"
"Ninjago","Destiny's Shadow","2017","Not Unique","154"
"Ninjago","Destiny's Shadow","2017","Unique","2"
"Ninjago","Destructoid","2014","Not Unique","119"
"Ninjago","Destructoid","2014","Unique","1"
"Ninjago","Dojo Showdown","2015","Not Unique","99"
"Ninjago","Dojo Showdown","2015","Unique","3"
"Ninjago","Dragon's Forge","2017","Not Unique","379"
"Ninjago","Dragon Fight","2011","Not Unique","25"
"Ninjago","Earth Dragon Defense","2011","Not Unique","97"
"Ninjago","Earth Dragon Defense","2011","Unique","2"
"Ninjago","Enemy Training","2011","Not Unique","24"
"Ninjago","Enter the Serpent","2015","Not Unique","173"
"Ninjago","Enter the Serpent","2015","Unique","4"
"Ninjago","Epic Dragon Battle","2012","Not Unique","286"
"Ninjago","Epic Dragon Battle","2012","Unique","12"
"Ninjago","Exclusive Weapon Training Set - Limited Edition","2011","Not Unique","19"
"Ninjago","Exclusive Weapon Training Set - Limited Edition","2011","Unique","1"
"Ninjago","Fang-Suei","2012","Not Unique","11"
"Ninjago","Fang-Suei","2012","Unique","8"
"Ninjago","Fangdam","2012","Not Unique","11"
"Ninjago","Fangdam","2012","Unique","7"
"Ninjago","Fangpyre Mech","2012","Not Unique","81"
"Ninjago","Fangpyre Mech","2012","Unique","1"
"Ninjago","Fangpyre Truck Ambush","2012","Not Unique","176"
"Ninjago","Fangpyre Truck Ambush","2012","Unique","4"
"Ninjago","Final Flight of Destiny’s Bounty","2015","Not Unique","497"
"Ninjago","Final Flight of Destiny’s Bounty","2015","Unique","3"
"Ninjago","Fire Temple","2011","Not Unique","280"
"Ninjago","Fire Temple","2011","Unique","3"
"Ninjago","Garmadon's Dark Fortress","2011","Not Unique","180"
"Ninjago","Garmadon's Dark Fortress","2011","Unique","1"
"Ninjago","Garmatron","2013","Not Unique","136"
"Ninjago","Garmatron","2013","Unique","8"
"Ninjago","Golden Dragon","2013","Not Unique","108"
"Ninjago","Golden Dragon","2013","Unique","2"
"Ninjago","Hidden Sword","2012","Not Unique","18"
"Ninjago","Hover Hunter","2014","Not Unique","58"
"Ninjago","Ice Dragon Attack","2011","Not Unique","70"
"Ninjago","Ice Dragon Attack","2011","Unique","1"
"Ninjago","Jay","2015","Not Unique","8"
"Ninjago","Jay","2016","Not Unique","13"
"Ninjago","Jay's Electromech","2015","Not Unique","74"
"Ninjago","Jay's Electromech","2015","Unique","2"
"Ninjago","Jay's Storm Fighter","2012","Not Unique","107"
"Ninjago","Jay foil pack","2015","Not Unique","8"
"Ninjago","Jay Nano Mech","2015","Not Unique","35"
"Ninjago","Jay Walker One","2015","Not Unique","150"
"Ninjago","Jay ZX","2012","Not Unique","17"
